,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
957,32,0,3950,1,0,232,1,178,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,no,yes,yes,yes
958,49,0,505,1,0,354,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
959,30,0,0,1,0,1206,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,no,yes,yes,no
960,42,0,146,0,0,229,2,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,no,no,no,no
961,37,0,1040,1,0,199,1,173,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,no,no,no,no
962,48,0,71,1,0,101,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,no,no,no,no
963,39,0,33,0,0,593,4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,no,no,yes,no
964,44,1,-505,1,0,113,11,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
965,34,0,183,1,0,259,4,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,no,no,no,no
966,51,0,7175,0,0,98,14,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,no,no,no,no
967,49,0,8545,1,1,199,7,167,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
968,42,0,1519,0,0,230,1,92,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,yes,yes,yes,yes
969,44,0,0,0,0,85,3,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
970,44,0,466,1,1,158,5,350,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
971,43,0,-872,1,1,267,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,no,no,no,no
972,36,0,1745,0,0,258,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,no,no,yes,no
973,26,0,0,1,0,340,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,no,no,no,no
974,46,0,2297,0,0,16,4,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
975,33,0,1962,0,0,363,1,181,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,yes,no,no,no
976,31,0,900,1,0,321,2,190,4,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,no,no,no,no
977,35,0,361,1,0,185,3,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,no,no,no,no
978,41,0,0,1,0,65,3,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
979,34,0,1,1,0,290,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
980,34,0,1301,1,0,124,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,no,no,no,no
981,33,0,0,0,1,285,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
982,32,0,1325,0,0,142,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,no,no,no,no
983,32,0,187,0,0,485,1,134,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,no,no,no,no
984,34,0,13,1,0,99,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,no,no,no,no
985,38,0,123,1,1,202,6,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
986,30,0,190,0,0,312,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,no,no,yes,no
987,39,0,456,1,0,193,3,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
988,43,0,169,0,1,172,5,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,no,no,no,no
989,35,0,8489,1,0,217,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,no,no,no,no
990,25,0,-61,1,0,203,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,no,no,no,no
991,51,0,1605,1,0,94,3,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
992,44,0,2083,1,0,124,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,no,no,no,no
993,37,0,0,1,0,208,3,349,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
994,27,0,32,0,0,239,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,no,no,no,no
995,57,0,1052,1,0,227,4,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,no,no,no,no
996,31,0,14692,1,0,601,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,no,no,no,no
997,40,0,303,0,0,104,6,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,no,no,no,no
998,58,0,-808,1,0,75,4,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,no,no,no,no
999,46,0,512,0,0,32,1,301,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,no,no,no,no
1000,43,0,1998,1,0,48,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,no,no,no,no
1001,51,0,42,1,0,51,2,342,3,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,no,no,no,no
1002,35,0,23,1,0,147,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
1003,72,0,5715,0,0,1114,1,181,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,yes,yes,yes,yes
1004,49,0,1133,1,0,291,3,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,no,no,no,no
1005,27,0,4869,1,0,258,2,343,4,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,no,no,yes,no
1006,28,0,293,1,0,265,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,no,no,no,no
1007,50,0,-6,1,0,92,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,no,no,no,no
1008,59,1,782,0,1,127,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,no,no,no,no
1009,31,0,1126,0,0,20,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,no,no,no,no
1010,38,0,-980,1,0,91,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,no,no,no,no
1011,51,0,3370,1,0,59,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1012,57,0,6157,0,1,45,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,no,no,no,no
1013,35,1,25,0,1,236,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,no,no,no,no
1014,57,0,2774,0,0,299,6,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1015,29,0,460,1,0,191,2,357,6,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,no,yes,no,yes
1016,49,0,4976,1,0,105,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,no,no,no,no
1017,34,0,149,0,0,739,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,yes,yes,no,no
1018,42,0,36,0,0,366,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,no,no,yes,no
1019,40,0,0,0,0,420,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
1020,35,0,152,1,0,563,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,yes,no,yes,no
1021,49,0,1496,1,0,218,4,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
1022,42,0,1275,1,1,925,5,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,yes,no,yes,no
1023,50,0,4,1,1,105,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,no,no,no,no
1024,43,0,34,0,0,29,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,no,no,no,no
1025,35,0,482,0,0,129,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,no,no,no,no
1026,36,0,930,0,0,175,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1027,32,0,536,1,0,208,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
1028,60,0,11,0,0,15,10,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,no,no,no,no
1029,31,0,0,0,0,93,2,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,no,no,no,no
1030,37,0,7027,0,0,65,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,no,no,no,no
1031,34,0,88,1,1,82,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
1032,50,0,420,0,0,107,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,no,no,no,no
1033,47,0,236,0,1,166,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,no,no,no,no
1034,36,0,606,1,0,102,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1035,33,0,474,0,0,400,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,no,no,no,no
1036,39,0,198,1,0,138,8,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,no,no,no,no
1037,32,0,1559,1,1,144,7,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,no,no,no,no
1038,30,0,27,1,0,163,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1039,37,0,1,1,0,608,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,yes,no,no,no
1040,37,0,3154,1,0,265,3,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,no,no,no,no
1041,32,0,626,1,0,324,2,351,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,no,no,no,no
1042,39,0,0,0,1,103,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
1043,51,0,-287,1,0,814,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,yes,no
1044,41,0,0,0,0,630,2,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,no,no,no,no
1045,44,0,764,0,0,224,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,no,no,no,no
1046,57,0,2610,0,0,258,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,no,no,no,no
1047,52,0,1066,1,0,65,3,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
1048,38,0,4392,0,0,23,2,110,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1049,22,0,330,1,0,105,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,no,no,no,no
1050,34,0,654,0,0,152,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,no,no,no,no
1051,54,0,3344,1,0,12,8,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,no,no,no,no
1052,21,0,948,0,0,77,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,no,no,no,no
1053,34,0,124,1,0,56,1,163,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,no,no,no,no
1054,37,0,298,0,0,183,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,no,no,no,no
1055,49,0,-403,0,1,482,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,no,no,no,no
1056,42,0,849,1,0,667,1,321,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,yes,no,yes,no
1057,43,0,487,1,0,54,2,279,4,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
1058,51,0,194,0,1,71,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1059,56,0,144,0,0,184,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1060,47,0,440,0,0,147,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,no,no,no,no
1061,36,0,851,1,0,168,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,no,no,no,no
1062,39,0,3201,0,0,197,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,no,no,no,no
1063,36,0,0,1,1,305,10,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,no,no,no,no
1064,27,0,241,0,1,889,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
1065,43,0,28,1,0,136,1,176,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,no,no,no,no
1066,41,0,5560,1,0,280,2,335,3,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,no,no,no,no
1067,45,0,7353,0,0,536,2,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,no,no,no,no
1068,30,0,61,0,1,133,5,8,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,no,no,no,no
1069,30,0,2929,1,0,432,2,184,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,no,no,no,no
1070,42,0,3,0,0,45,3,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,no,no,no,no
1071,51,0,-396,1,0,179,6,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1072,49,0,459,1,0,58,10,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,no,no,no,no
1073,30,0,0,1,0,495,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,no,no,no,no
1074,31,0,113,1,0,337,3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1075,43,0,5670,1,0,184,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,no,no,no,no
1076,53,0,1311,0,0,61,3,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,no,no,no,no
1077,57,0,372,0,0,553,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,yes,no,no,no
1078,53,0,1388,0,0,139,4,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,no,no,no,no
1079,31,1,-367,1,0,474,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,yes,no,no,no
1080,26,0,24,1,0,180,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,no,no,no,no
1081,36,0,9019,1,0,952,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,no,no,yes,no
1082,27,0,-289,1,1,94,5,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,no,no,no,no
1083,53,0,210,1,0,280,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,no,no,no,no
1084,63,0,243,0,0,114,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1085,26,0,294,0,0,87,1,91,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,yes,yes,yes,yes
1086,26,1,47,0,1,257,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,no,no,no,no
1087,71,1,1236,1,0,335,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,yes,no,yes,no
1088,33,0,1074,1,1,308,2,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,no,no,no,no
1089,28,0,1687,1,0,121,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1090,25,0,0,1,0,80,7,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,no,no,no,no
1091,36,0,0,0,0,80,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1092,46,0,1482,0,0,139,3,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1093,56,0,659,1,0,64,3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1094,64,0,4833,0,0,621,1,181,3,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,yes,yes,yes,no
1095,26,0,3672,1,0,360,5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,no,no,no,no
1096,44,0,1879,1,0,88,4,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1097,29,0,172,1,1,271,2,187,16,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,no,no,yes,no
1098,30,0,603,1,1,335,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,no,no,no,no
1099,47,0,3505,0,0,434,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,yes,no,no,no
1100,30,0,188,0,0,49,2,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,no,no,no,no
1101,56,0,33,0,0,26,15,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,no,no,no,no
1102,38,0,465,1,1,156,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,no,no,no,no
1103,37,0,-118,1,0,21,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,no,no,no,no
1104,36,0,1370,0,0,221,5,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
1105,30,0,52,1,1,295,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1106,37,0,5287,1,1,209,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1107,29,0,84,0,1,587,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,yes,no,yes,no
1108,50,0,-195,0,0,119,4,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1109,35,0,753,0,0,187,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,no,no,no,no
1110,31,0,5691,1,0,37,2,123,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,no,no,no,no
1111,45,0,7620,1,0,85,8,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,no,no,no,no
1112,28,0,83,1,0,224,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1113,56,0,39,1,0,191,2,347,5,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,no,no,no,no
1114,31,0,3007,1,0,283,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,no,no,no,no
1115,35,0,871,1,0,216,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,no,no,no,no
1116,31,0,5,1,1,101,7,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1117,33,0,370,0,0,141,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,no,no,no,no
1118,54,0,2440,0,1,334,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,no,no,no,no
1119,30,0,59,1,1,202,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,no,no,no,no
1120,58,0,0,0,0,207,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,no,no,no,no
1121,56,0,3149,0,0,142,3,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,no,no,no,no
1122,28,0,48,0,0,144,3,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,no,no,no,no
1123,56,0,935,0,0,112,1,227,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,no,no,no,no
1124,40,0,300,1,1,386,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,no,no,no,no
1125,50,0,3423,1,1,192,6,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,no,no,no,no
1126,39,0,3,0,1,625,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,no,no,yes,no
1127,56,1,-1,0,0,304,3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,no,no,no,no
1128,53,0,0,1,0,285,2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,no,no,no,no
1129,35,0,285,1,0,136,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,no,no,no,no
1130,53,0,428,0,0,609,4,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,yes,no
1131,32,0,5874,0,0,298,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,no,no,no,no
1132,38,0,-498,0,0,85,6,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,no,no,no,no
1133,28,0,265,1,0,194,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,no,no,no,no
1134,50,0,148,1,0,198,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,no,no,no,no
1135,33,0,-118,1,1,421,3,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
1136,32,0,3818,0,0,100,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,no,no,no,no
1137,41,0,4047,1,0,14,5,75,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,no,no,no,yes
1138,28,0,54,0,1,226,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1139,52,0,223,0,0,81,4,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1140,69,0,473,0,0,112,1,78,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,no,no,no,no
1141,48,0,126,1,1,379,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
1142,36,0,2326,1,0,7,5,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,no,no,no,no
1143,62,0,2785,0,0,270,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,yes,no,no,no
1144,44,0,3091,1,0,331,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,no,no,no,no
1145,48,0,5306,1,0,66,2,368,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1146,55,0,7378,0,0,316,3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,no,no,no,no
1147,30,0,15,1,1,524,1,370,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1148,37,0,238,0,0,149,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,yes,no,no,no
1149,29,0,2955,0,0,226,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,yes,no,no,no
1150,42,0,248,1,0,480,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,no,no,no,no
1151,28,0,880,1,0,188,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
1152,24,0,2845,0,0,779,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,yes,yes,yes,no
1153,31,0,106,1,0,94,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,no,no,no,no
1154,34,0,4447,1,0,159,1,84,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,no,no,no,no
1155,56,0,779,1,0,164,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,no,no,no,no
1156,59,1,-2,0,1,102,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1157,40,0,546,1,0,219,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,no,no,no,no
1158,40,0,0,1,1,145,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1159,30,0,942,0,0,146,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,no,no,no,no
1160,41,0,1021,0,0,224,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1161,60,0,211,0,0,406,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,no,no,yes,no
1162,43,0,207,1,0,132,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,no,no,no,no
1163,34,0,13014,0,0,738,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,yes,yes,no,no
1164,48,0,0,0,0,240,3,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1165,46,0,-326,1,0,59,4,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,no,no,no,no
1166,28,0,-126,0,1,360,4,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,no,no,yes,no
1167,59,0,-296,0,1,34,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,no,no,no,no
1168,33,0,11,1,0,104,3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1169,32,0,423,0,0,212,17,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,no,no,no,no
1170,49,0,313,0,0,115,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1171,30,0,-457,1,0,143,2,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,no,no,no,no
1172,46,0,1263,1,0,220,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,no,no,no,no
1173,43,0,3305,1,0,387,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1174,32,0,1670,1,0,183,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,no,no,no,no
1175,41,0,1821,0,1,137,3,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,no,no,no,no
1176,46,0,1533,0,1,168,4,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,no,no,no,no
1177,42,0,2130,1,1,146,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1178,36,0,1588,1,0,103,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,no,no,no,no
1179,27,1,-3,1,0,265,5,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,no,no,no,no
1180,31,0,691,1,0,198,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,no,no,no,no
1181,35,0,-521,0,1,71,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,no,no,no,no
1182,26,0,632,0,0,312,3,181,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,yes,yes,yes,yes
